FIGI,TICKER,LOT,NAME,SECTOR,FIRST_TRADE_YEAR,PRICE_ANALYZE,VOLUME_ANALYZE,FIRST_DAY_ANALYZE,OVERALL_ANALYZE,NOWADAY_PRICE
BBG000NLB2G3,KROT,10,Красный Октябрь,consumer,2006,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
BBG002B9MYC1,KAZT,10,КуйбышевАзот,materials,2018,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
BBG004S684M6,SIBN,1,Газпром нефть,energy,1999,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
BBG002B298N6,YAKG,10,ЯТЭК,energy,2018,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
BBG000Q7GG57,TGKB,1000000,ТГК-2,utilities,2007,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
BBG000DBD6F6,KLSB,100,Калужская сбытовая компания,utilities,2006,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
TCS00A0JR6A6,RBCM,100,РБК,telecom,2011,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
BBG000RP8V70,CHMK,1,ЧМК,materials,2008,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
BBG00F9XX7H4,RNFT,1,РуссНефть,energy,2016,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
BBG000TJ6F42,MRKZ,10000,Россети Северо-Запад,utilities,2008,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
BBG000K3STR7,APTK,10,"Аптечная сеть 36,6",consumer,2007,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
BBG005D1WCQ1,QIWI,1,QIWI,it,2013,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
BBG00475K2X9,HYDR,1000,РусГидро,utilities,2008,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
BBG004S681B4,NLMK,10,НЛМК,materials,2006,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
BBG000TY1CD1,BELU,1,Novabev Group,consumer,2018,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
BBG000SR0YS4,LNZLP,1,Лензолото - привилегированные акции,materials,2009,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
BBG003LYCMB1,SFIN,1,ЭсЭфАй,financial,2015,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
BBG000QF1Q17,FESH,10,ДВМП,industrials,2008,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
BBG004S68696,RASP,10,Распадская,materials,2007,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
TCS009177281,NOMPP,1,Новошип - привилегированные акции,industrials,2023,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
BBG0100R9963,SGZH,100,Сегежа,materials,2021,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
BBG000NLCCM3,LSNGP,10,Ленэнерго - акции привилегированные,utilities,2000,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
BBG004731489,GMKN,10,Норильский никель,materials,2006,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
TCS00A0JR514,LIFE,100,Фармсинтез,health_care,2018,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
BBG004S686W0,UPRO,1000,Юнипро,utilities,2006,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
BBG000VJMH65,MRKS,1000,МРСК Сибири,utilities,2008,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
BBG004S687W8,MSNG,1000,Мосэнерго,utilities,1997,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
BBG004S68614,AFKS,100,АФК Система,financial,2007,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
BBG000R607Y3,PLZL,1,Полюс,materials,2006,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
BBG004731032,LKOH,1,ЛУКОЙЛ,energy,2000,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
TCS00A107J11,DELI,1,Делимобиль,it,2024,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
TCS00A0JVJQ8,MGKL,100,МГКЛ,financial,2023,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
TCS00A0ZZFS9,LEAS,1,Европлан,other,2024,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
TCS009046502,UDMN,1,Удмуртнефть,energy,2023,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
BBG004S68BR5,NMTP,100,НМТП,industrials,2007,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
BBG000QFH687,TGKA,100000,ТГК-1,utilities,2007,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
BBG0027F0Y27,CNTLP,100,Центральный Телеграф - акции привилегированные,telecom,2018,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
BBG004S68FR6,MTLRP,10,Мечел - Привилегированные акции,materials,2011,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
BBG000C7P5M7,MRKY,10000,МРСК Юга,utilities,2008,0.4195808189460851,0.0658183509494299,0.0,0.23611774985281453,0
